title,pubdate,source
შინაგან საქმეთა სამინისტროს აკადემიის წარმომადგენლებს ადამიანური რესურსების მართვის საკითხებზე ტრენინგი ჩაუტარდათ,2023-02-16 06:56:07.347+00,imedinews.ge
"ზაალ ანჯაფარიძე: თუ ხელისუფლება და სახელმწიფო ევროკავშირის რეზოლუციას დაყაბულდა, გამოდის, რომ სრულიად კანონიერად და სამართლიანად გასამართლებულმა და ციხე მისჯილმა ტირანმა ბრძოლა მოუგო სახელმწიფოს",2023-02-16 06:56:07.347+00,imedinews.ge
"„თუ ხელისუფლება და სახელმწიფო ევროკავშირის რეზოლუციას დაყაბულდა, გამოდის, რომ სრულიად კანონიერად და სამართლიანად გასამართლებულმა და ციხემისჯილმა ტირანმა ბრძოლა მოუგო სახელმწიფოს“ – ზაალ ანჯაფარიძე",2023-02-16 06:56:12.541+00,postv.media
ამერიკელი მსახიობი რაქელ უელჩი გარდაიცვალა,2023-02-16 07:00:13.488+00,imedinews.ge
თურქეთში საგანგებო სიტუაციების მართვის სამსახურის მეხანძრე-მაშველების როტაციის პროცესი დასრულდა,2023-02-16 07:00:13.488+00,imedinews.ge
ქართველი მაშველების ახალი ჯგუფი თურქეთში ჩავიდა - 100 მაშველი ქალაქ ანთაქიაში იმუშავებს ,2023-02-16 07:00:50+00,mtavari.tv
"""ირაკლი რუსი, მოღალატე"" - თბილისის ქუჩებში პოსტერები გააკრეს",2023-02-16 07:11:10+00,mtavari.tv
"""Mikhail Saakashvili must live ... we see an attempt to kill him in prison"" | Arahamia",2023-02-16 07:13:22+00,mtavari.tv
გიორგი დოხტურიშვილმა ქვემო ქართლის რეგიონში კიდევ ერთი ახლად რეაბილიტირებული საბავშვო ბაღი მოინახულა,2023-02-16 07:14:08.395+00,imedinews.ge
"""...A certain Kubilius says if you don't release the criminal, you won't get the status"" | Kaladze",2023-02-16 07:15:06+00,mtavari.tv
მსოფლიო ბანკის პრეზიდენტმა გადადგომის გადაწყვეტილება მიიღო,2023-02-16 07:16:00+00,ipn.ge
"რეზოლუციით გვეუბნებიან, რა სასამართლო რის სასამართლო, ჩვენ გვინდა და გაუშვითო - ლევან ნიკოლეიშვილი ევროპარლამენტარებზე",2023-02-16 07:19:00+00,rustavi2.ge
შალვა პაპუაშვილი: საქართველოს ერთ-ერთი პრიორიტეტია ქალთა მიმართ ძალადობის ყველა ფორმის პრევენცია,2023-02-16 07:20:00+00,imedinews.ge
"დიმიტრი ხუნდაძე ევროპარლამენტის რეზოლუციაზე: ეს არის დასავლეთის პირადი ვენდეტა ბიძინა ივანიშვილის მიმართ - შურისძიება იმისთვის, რომ ივანიშვილმა როგორც ჩანს, კელი დეგნანთან საუბრისას, საქართველოთი არ ივაჭრა და ქვეყანა ომის ცეცხლში არ გახვია",2023-02-16 07:21:07.878+00,imedinews.ge
მიგრანტთა სარეინტეგრაციო დახმარების პროგრამის ფარგლებში განაცხადების მიღება გრძელდება,2023-02-16 07:21:07.878+00,imedinews.ge
სოლომონ პავლიაშვილმა პარლამენტში ნარჩენების მართვის განახლებული ეროვნული სტრატეგია და ნარჩენების მართვის ეროვნული სამოქმედო გეგმა წარადგინა,2023-02-16 07:21:07.878+00,imedinews.ge
გიორგი ამილახვარი: ევროპარლამენტში მიიღეს ყოვლად დაუსაბუთებელი და უსაფუძვლო რეზოლუცია,2023-02-16 07:25:00+00,imedinews.ge
ბიზნესისა და ტექნოლოგიების უნივერსიტეტში საერთაშორისო უსაფრთხოებისა და ტექნოლოგიების სამაგისტრო პროგრამა ამოქმედდება,2023-02-16 07:27:00+00,rustavi2.ge
"დიმიტრი ხუნდაძე ევროპარლამენტის რეზოლუციაზე: ეს არის დასავლეთის პირადი ვენდეტა ბიძინა ივანიშვილის მიმართ - შურისძიება იმისთვის, რომ ივანიშვილმა დეგნანთან საუბრისას, საქართველოთი არ ივაჭრა და ქვეყანა ომის ცეცხლში არ გახვია",2023-02-16 07:28:07.861+00,imedinews.ge
"ლევან იოსელიანი: ჩემდა სამწუხაროდ, მიხეილ სააკაშვილმა, მისმა ოჯახმა, მისმა პარტიამ შეძლო ის, რომ კანდიდატის სტატუსი გადააჯაჭვა მისი გათავისუფლების საკითხზე",2023-02-16 07:28:07.861+00,imedinews.ge
"რატი იონათამიშვილი: არ შეიძლება უსამართლობა, უკანონობა და დანაშაული კანონდებოდეს ისეთი მაღალი ლეგიტიმაციის ორგანოდან, როგორიც ევროპარლამენტია",2023-02-16 07:28:07.861+00,imedinews.ge
"ლევან ნიკოლეიშვილი ევროპარლამენტარებზე: რეზოლუციით გვეუბნებიან, რა სასამართლო რის სასამართლო, ჩვენ გვინდა და გაუშვითო!",2023-02-16 07:28:07.861+00,imedinews.ge
"„დიახ, ეს არის დასავლეთის პირადი ვენდეტა ბიძინა ივანიშვილის მიმართ – შურისძიება იმისთვის, რომ ივანიშვილმა, როგორც ჩანს, კელი დეგნანთან საუბრისას საქართველოთი არ ივაჭრა და ქვეყანა ომის ცეცხლში არ გახვია“ – დიმიტრი ხუნდაძე ევროპარლამენტის რეზოლუციასთან დაკავშირებით",2023-02-16 07:28:12.346+00,postv.media
ისრაელის საგარეო საქმეთა მინისტრი კიევში ჩავიდა,2023-02-16 07:28:30+00,mtavari.tv
დანილოვი: რუსეთი 24 თებერვალს მასობრივ თავდასხმას გეგმავს - ჩვენ მზად ვართ,2023-02-16 07:35:12.089+00,formulanews.ge
"რუსეთი 24 თებერვალს მასობრივ შეტევას გეგმავს, ჩვენ ამისთვის მზად ვართ - დანილოვი ",2023-02-16 07:41:54+00,mtavari.tv
ლინკოლნ მიტჩელი: დასავლეთი ათწლეულების განმავლობაში სასოწარკვეთილად ცდილობდა არ შეემჩნია სააკაშვილის რეჟიმის გადამეტებები და დანაშაულები,2023-02-16 07:42:09.038+00,imedinews.ge
"ევროპარლამენტი იღებს რეზოლუციას, სადაც ყოველგვარი ფაქტების და საფუძვლის გარეშე პოლიტიზირებულად ხდის საკითხს დაკავშირებულს მიხეილ სააკაშვილთან - გიორგი ამილახვარი",2023-02-16 07:43:00+00,rustavi2.ge
"ჩვენი ერთ-ერთი პრიორიტეტია ქალთა მიმართ ძალადობის ყველა ფორმის პრევენცია, საქართველო უსწრებს ევროკავშირის წევრ 6 ექვს ქვეყანას - პაპუაშვილი",2023-02-16 07:44:00+00,rustavi2.ge
"დასავლეთი ათწლეულების განმავლობაში სასოწარკვეთილად ცდილობდა, არ შეემჩნია სააკაშვილის რეჟიმის გადამეტებები და დანაშაულები - მიტჩელი",2023-02-16 07:46:00+00,rustavi2.ge
"ოლექსი დანილოვი: რუსეთი 24 თებერვალს მასიურ თავდასხმას ამზადებს, ჩვენ ამისთვის მზად ვართ",2023-02-16 07:48:00+00,news.ge
"კრამონი: სხვა პატიმრების მსგავსად, სააკაშვილის ჯანმრთელობაც მთავრობის პასუხისმგებლობაა",2023-02-16 07:49:14.139+00,formulanews.ge
"„რეზოლუციით გვეუბნებიან: რა სასამართლო რის სასამართლო, ჩვენ გვინდა და გაუშვითო!“ – ლევან ნიკოლეიშვილი ევროპარლამენტარებთან დაკავშირებით",2023-02-16 07:49:14.442+00,postv.media
"ვოლოდიმირ ზელენსკი: გაზაფხულზე ნამდვილად უნდა იგრძნობოდეს, რომ უკრაინა გამარჯვებისკენ მიდის",2023-02-16 07:49:50+00,news.ge
"""ქართულ ოცნებას"" ეშინია ევროპის, თავისუფლების - ""სამოქალაქო იდეა"" ""ხალხის ძალის"" კანონზე",2023-02-16 07:50:07+00,radiotavisupleba.ge
სახელმწიფო დეპარტამენტი „უცხოური აგენტების შესახებ“ კანონპროექტზე: ამგვარმა კანონმა შეიძლება შეარყიოს საქართველოს ევროატლანტიკური ინტეგრაცია – ის ეფუძნება რუსეთის და უნგრეთის კანონმდებლობას და არა FARA-ს ან რომელიმე სხვა ამერიკულ კანონს,2023-02-16 07:52:19+00,news.ge
"გიორგი ვაშაძის განცხადებით, „ქართული ოცნება“ ყველაფერს აკეთებს, რომ საქართველოს კანდიდატის სტატუსი არ მისცენ",2023-02-16 07:54:10+00,news.ge
ფინელი ტუროპერატორები საქართველოს ტურისტულ მიმართულებას გაეცნენ,2023-02-16 07:56:07.866+00,imedinews.ge
ბრიუსელში ვიზიტის ფარგლებში თავდაცვის მინისტრს გენერალ ქრისტოფერ კავოლიმ პირად რეზიდენციაში უმასპინძლა,2023-02-16 07:56:07.866+00,imedinews.ge
"გია ცაგარეიშვილი: როდესაც მიხეილ სააკაშვილის დაცვის მხარის მიერ კადრი ვრცელდება, იქ ეს ადამიანი დავრდომილია და ვერ გადაადგილდება, საზოგადოებამ უნდა შეაფასოს, რამდენადაა იგი რთულ მდგომარეობაში",2023-02-16 07:56:07.866+00,imedinews.ge
სპეციალური ოპერაციების ძალების სამხედრო მოსამსახურეებმა პირად მცველთა მომზადების კურსი გაიარეს,2023-02-16 07:56:07.866+00,imedinews.ge
"დღეიდან, 5 მარტის ჩათვლით, ბაკურიანი ფრისტაილში, სნოუბორდსა და ფრისკიში მსოფლიო ჩემპიონატს უმასპინძლებს",2023-02-16 07:56:07.866+00,imedinews.ge
დეტექტორი: 2021 წელს აფხაზეთის ფინანსთა სამინისტრომ ბიუჯეტის 99% ხელფასებში დახარჯა,2023-02-16 07:56:13.691+00,formulanews.ge
"კარგია, რომ აფასებენ იმ წვლილს, რომელიც ჩემმა შვილმა შეიტანა საქართველოს დაახლოებაში ევროპასთან - გიული ალასანია ევროპარლამენტის რეზოლუციაზე",2023-02-16 07:58:00+00,rustavi2.ge
რუსეთმა 30-ზე მეტი რაკეტა გამოიყენა უკრაინაზე დღევანდელი მასირებული შეტევისას ,2023-02-16 07:59:31+00,radiotavisupleba.ge
სომხეთმა აზერბაიჯანს სამშვიდობო შეთანხმების პროექტთან დაკავშირებით საკუთარი წინადადებები გადასცა,2023-02-16 08:00:07.795+00,imedinews.ge
ლევან დავითაშვილმა იაპონელ ხალხს ეროვნული დღესასწაული მიულოცა,2023-02-16 08:00:07.795+00,imedinews.ge
ქართველმა სპორტსმენებმა ევროპის თასზე კიკბოქსინგში 3 ოქროს მედალი მოიპოვეს,2023-02-16 08:00:07.795+00,imedinews.ge
"„დასავლეთი ათწლეულების განმავლობაში სასოწარკვეთილი ცდილობდა, არ შეემჩნია სააკაშვილის რეჟიმის გადამეტებები და დანაშაულები“ – ლინკოლნ მიტჩელი",2023-02-16 08:00:14.784+00,postv.media
მეუფე ნიკოლოზი გელათზე: პასუხისმგებლობა თეა წულუკიანსაც ეკისრება,2023-02-16 08:01:52+00,tabula.ge
ზელენსკი: ყველაფერს ვაკეთებთ EU-ს წევრობაზე მოლაპარაკებების დასაწყებად,2023-02-16 08:02:48+00,tabula.ge
სააკაშვილთან დაკავშირებით EU-ს საპროტესტო მიმართვას უნგრეთი ბლოკავს — პოლონური მედია,2023-02-16 08:04:09+00,netgazeti.ge
ნედ პრაისი საქართველოს პარლამენტში „ხალხის ძალის“ მიერ ინიცირებულ კანონპროექტს გამოეხმაურა,2023-02-16 08:05:00+00,imedinews.ge
მედია: უნგრეთი მიხეილ სააკაშვილის საქმეზე ეროკავშირის გადაწყვეტილებას ბლოკავს,2023-02-16 08:05:16+00,news.ge
რეჟისორების: ირაკლი პაპავასა და ირაკლი ტრიპოლსკის ფილმის „ლელობურთის შთამომავალნი“ პრემიერა გაიმართა,2023-02-16 08:07:12.86+00,imedinews.ge
"ბაკურიანში, კოხტას მთაზე დღეიდან არეალსის დისციპლინაში პირველი ოფიციალური ვარჯიში დაიწყო ",2023-02-16 08:07:12.86+00,imedinews.ge
ისრაელის საგარეო საქმეთა მინისტრი ელი კოენი კიევში ჩავიდა,2023-02-16 08:07:13.529+00,formulanews.ge
Bloomberg: Credit Suisse-მა ბიძინა ივანიშვილს 210 მილიონი დოლარი გადაუხადა,2023-02-16 08:10:44+00,news.ge
"პუტინი სავარაუდოდ შეხვედრებს გამართავს ლუკაშენკასთან, ბჟანიასთან და გაგლოევთან",2023-02-16 08:11:56+00,radiotavisupleba.ge
ისრაელის საგარეო საქმეთა მინისტრი კიევში ჩავიდა,2023-02-16 08:13:03+00,tabula.ge
"გია აბაშიძე: ევროპარლამენტის რეზოლუციამ თქვა, რომ კრიმინალი და შარლატანი სააკაშვილის საკითხი კანონის უზენაესობაზე მაღლა დგას",2023-02-16 08:14:08.687+00,imedinews.ge
„მთის ტრასების სააგენტოს“ დირექტორი: 2023 წლის ბაკურიანის ჩემპიონატი ოფიციალურად გახსნილია,2023-02-16 08:14:08.687+00,imedinews.ge
"„ევროპარლამენტის რეზოლუციამ თქვა, რომ კრიმინალი და შარლატანი სააკაშვილის საკითხი კანონის უზენაესობაზე მაღლა დგას“ – გია აბაშიძე",2023-02-16 08:14:14.428+00,postv.media
მეუფე ნიკოლოზი: არ დავთანხმდებით რომ გელათს რაიმე საფრთხე დაემუქროს. არავის წინაშე უკან არ დავიხევთ,2023-02-16 08:14:20+00,news.ge
ახალ ზელანდიაში ციკლონ „გაბრიელეს“ მსხვერპლთა რიცხვი 5-მდე გაიზარდა,2023-02-16 08:15:00+00,ipn.ge
"""მე რუსული კანონპროექტი თვალით არ მინახავს""- მიხეილ ყაველაშვილი ""ხალხის ძალის"" მიერ ინიცირებულ კანონპროექტზე ",2023-02-16 08:20:00+00,rustavi2.ge
ხაშური-ახალციხე-ვალეს გზაზე ავტოტრანსპორტის გადაადგილების სპეციალური რეჟიმი მოიხსნა ,2023-02-16 08:21:07.643+00,imedinews.ge
"დღეს ქვეყნის ევროპული მომავლის ბედი სხვა მრავალ პრობლემასთან ერთად, ნიკა გვარამიას თავისუფლებაზეც გადის - ნიკა გვარამიას თავისუფლების მოძრაობა",2023-02-16 08:22:22+00,mtavari.tv
"მადლობელი ვარ გუშინდელის, კარგია რომ აფასებენ ჩემი შვილის წვლილს - ალასანია ევროპარლამენტარებზე",2023-02-16 08:26:24+00,mtavari.tv
ასლან ბჟანია მოსკოვშია ,2023-02-16 08:26:58+00,mtavari.tv
"კანონპროექტი მიმართულია მხოლოდ გამჭვირვალობისკენ და არანაირი ვალდებულება და ზეწოლა, ამ კანონპროექტის საფუძველზე, არ ხდება - გიორგი ამილახვარი ",2023-02-16 08:27:00+00,rustavi2.ge
კიევში ჩავიდა ისრაელის საგარეო საქმეთა მინისტრი,2023-02-16 08:27:32+00,radiotavisupleba.ge
ნიკა გვარამიას გათავისუფლებისთვის ახალი მოძრაობა დაფუძნდა,2023-02-16 08:28:13.731+00,formulanews.ge
საერთაშორისო უსაფრთხოებისა და ტექნოლოგიების ახალი სამაგისტრო პროგრამა BTU-ში,2023-02-16 08:30:00+00,ipn.ge
"სუს-ის სასწავლო ცენტრის მხარდაჭერით, BTU-ში ახალი სამაგისტრო პროგრამა შემუშავდა",2023-02-16 08:30:00+00,ipn.ge
მსოფლიო ჩემპიონატი ბაკურიანში - ამ წუთებში კოხტას ფერდობზე პირველი ოფიციალური ვარჯიში იწყება,2023-02-16 08:35:00+00,rustavi2.ge
"გეგმური სარეაბილიტაციო სამუშაოების გამო, „ენერგო-პრო ჯორჯიას“ აბონენტების ნაწილს ელექტროენერგიის მიწოდება შეეზღუდება",2023-02-16 08:35:00+00,ipn.ge
"ალასანია: უზნეოა ყველანაირი კადრი, რომელიც ცდილობს აჩვენოს, რომ ჩემი შვილი ჯანმრთელია",2023-02-16 08:35:13.094+00,formulanews.ge
"ოკუპანტებმა ლვოვზე იერიში მიიტანეს, დაზიანდა კრიტიკული ინფრასტრუქტურა",2023-02-16 08:37:48+00,tabula.ge
"გიორგი ვაშაძის ინფორმაციით, 2 ქართველი მებრძოლი რუსეთის ტყვეობაშია - შეხვედრა  უკრაინის საელჩოში ",2023-02-16 08:41:10+00,mtavari.tv
GMC: 2021 წელს აფხაზეთის ფინანსთა სამინიტრომ ბიუჯეტის 99% ხელფასებში დახარჯა,2023-02-16 08:42:11+00,tabula.ge
"„თუ ევროპისკენ მიმავალი გზა გადის მრავალი მძიმე დანაშაულის ჩამდენი სააკაშვილის გათავისუფლებაზე, ქვეყანაში მეორე ფრონტის გახსნაზე, მეცენატი ბიძინა ივანიშვილის სანქცირებაზე და ამას გვკარნახობს ევროპა, ეს ნებისმიერი თავმოყვარე ადამიანისთვის შეურაცხმყოფელია!“ – ავთანდილ ცინცაძე.",2023-02-16 08:42:12.598+00,postv.media
საქართველოს მოჭადრაკე ქალთა მე-80 ჩემპიონატში ბელა ხოტენაშვილმა გაიმარჯვა ,2023-02-16 08:42:13.466+00,imedinews.ge
ოკუპანტების მიერ პოკროვსკის დაბომბვას 3 ადამიანი ემსხვერპლა,2023-02-16 08:44:58+00,tabula.ge
სომხეთმა აზერბაიჯანს სამშვიდობო ხელშეკრულების შესახებ საკუთარი წინადადებების პროექტი გაუგზავნა,2023-02-16 08:45:48+00,news.ge
ევროკომისიამ რუსეთის წინააღმდეგ სანქციების მეათე პაკეტი წარადგინა,2023-02-16 08:47:00+00,ipn.ge
უპილოტო საჰაერო სისტემების მომხმარებლების საყურადღებოდ სამოქალაქო ავიაციის სააგენტო განცხადებას ავრცელებს,2023-02-16 08:49:12.877+00,imedinews.ge
"დღეს ფორმულას დამფუძნებლის, დავით კეზერაშვილის საქმეზე სხდომა გაიმართება",2023-02-16 08:49:14.843+00,formulanews.ge
"ხიდაშელი: “უცხოეთის აგენტის” კანონპროექტის მხარდაჭერა ხელისუფლების მცდელობაა, დააშოროს ქვეყანა ევროინტეგრაციას",2023-02-16 08:50:30+00,netgazeti.ge
"გია ხუხაშვილი: „თუ ბიძინა კარგად არ იქნება, ჯანდაბას ევროკავშირი და ყველაფერი“ – ამას ამბობენ ადამიანები, რომლებსაც …",2023-02-16 08:54:56+00,news.ge
"ვაშაძე: რუსეთის ტყვეობაში 2 ქართველი მებრძოლია, დღემდე ვერ ხერხდება მათი გათავისუფლება",2023-02-16 08:56:15.599+00,formulanews.ge
"""Credit Suisse აცხადებს, რომ მილიარდერ ბიძინა ივანიშვილს $210 მილიონი გადაუხადა"" - Bloomberg",2023-02-16 08:56:34+00,mtavari.tv
ქართული პრესის მიმოხილვა 16.02.2023,2023-02-16 08:58:00+00,ipn.ge
რასა იუკნევიჩიენე - საქართველოს სჭირდება დებიძინიზაცია და დეოლიგარქიზაცია,2023-02-16 08:58:00+00,ipn.ge
"მეგობრებმა, მედიის წარმომადგენლებმა დავაფუძნეთ გვარამიას თავისუფლების მოძრაობა – შენგელია",2023-02-16 08:58:24+00,tabula.ge
ფუძნდება ნიკა გვარამიას გათავისუფლების მოძრაობა,2023-02-16 08:59:42+00,radiotavisupleba.ge
პოლიტიკოსები მიხეილ სააკაშვილზე ევროპარლამენტის რეზოლუციას ეხმიანებიან,2023-02-16 09:00:00+00,civil.ge
"კანონის ინიცირებას ვაპირებ და შენ თანახმა ხარ თუ არა, ეს ვკითხო ნედ პრაისს?! განმარტება გააკეთოს - ყაველაშვილი",2023-02-16 09:03:01+00,mtavari.tv
"ვიოლა ფონ კრამონი - 576 კოლეგა და მე ვეთანხმებით: მიხეილ სააკაშვილის ჯანმრთელობაზე მთავრობაა პასუხისმგებელი - დაუყოვნებლივ გვჭირდება პრობლემის ჰუმანიტარული გადაწყვეტა, რომ საქართველომ, ბოლოს და ბოლოს სხვა თემებზე მოახდინოს ფოკუსირება",2023-02-16 09:06:00+00,ipn.ge
რუსეთში ავღანეთის საელჩოს დელეგაცია ოკუპირებულ აფხაზეთში ჩავიდა,2023-02-16 09:07:14.021+00,formulanews.ge
„ამით არასამთავრობოებზე ზეწოლა არ ხდება“ — ამილახვარი „უცხოური გავლენის აგენტების“ კანონზე,2023-02-16 09:08:34+00,netgazeti.ge
კინოაკადემიაში ირაკლი პაპავასა და ირაკლი ტრიპოლსკის ფილმის „ლელობურთის შთამომავალნი“ პრემიერა გაიმართა,2023-02-16 09:14:08.236+00,imedinews.ge
"ირაკლი ბერაია: „თავდაცვის კოდექსის“ მომზადება რეფორმაა, რომელიც ჩვენი ქვეყნის თავდაცვისა და უსაფრთხოების საჭიროებებს უპასუხებს",2023-02-16 09:14:08.236+00,imedinews.ge
მედია: ფუძნდება ნიკა გვარამიას გათავისუფლების მოძრაობა,2023-02-16 09:18:30+00,news.ge
"ყაველაშვილი: ნედ პრაისს დავურეკო, კანონის ინიცირებას ვაპირებ და თანახმა ხარ თუ არა-მეთქი?",2023-02-16 09:22:44+00,tabula.ge
სახელმწიფო დეპარტამენტი „უცხოური აგენტების შესახებ“ კანონპროექტზე - ამგვარმა კანონმა შეიძლება შეარყიოს საქართველოს ევროატლანტიკური ინტეგრაცია - ის ეფუძნება რუსეთის და უნგრეთის კანონმდებლობას და არა FARA-ს ან რომელიმე სხვა ამერიკულ კანონს,2023-02-16 09:23:00+00,ipn.ge
ბიძინა ივანიშვილს Credit Suisse-მა 210 მილიონი დოლარი გადაუხადა,2023-02-16 09:23:19+00,radiotavisupleba.ge
2022 წელს ქართულ ბანკებში ახალი ანგარიში რუსეთის 109 955 მოქალაქემ გახსნა ,2023-02-16 09:23:46+00,mtavari.tv
ზელენსკი ბერლინის კინოფესტივალის გახსნის მონაწილეებს მიმართავს,2023-02-16 09:31:14+00,radiotavisupleba.ge
"დანილოვი: 23-24 თებერვალს რუსეთი ახალ მასობრივ შეტევას გეგმავს, მაგრამ ჩვენ მზად ვართ",2023-02-16 09:33:35+00,tabula.ge
დავით გამრეკელისა და ტაშკენტის ქუჩებზე ტრანსპორტის გადაადგილების ახალი სქემა ამოქმედდა  ,2023-02-16 09:35:08.303+00,imedinews.ge
ქადაგიშვილი რეზოლუციაზე: ზეწოლა მიმდინარეობს საქართველოში ყველაზე დიდ ქველმოქმედზე,2023-02-16 09:35:13+00,tabula.ge
ნიდერლანდები უკრაინას გერმანული წარმოების Leopard-2-ის ტიპის ტანკების საბრძოლო მასალას გადასცემს,2023-02-16 09:35:55+00,tabula.ge
"დღეს, 22:00 საათზე სამი არხის ერთობლივი ეთერი",2023-02-16 09:36:24+00,mtavari.tv
"Today, the fate of the country's European future, along with many other issues, depends on Nika Gvaramia's freedom - Movement for Nika Gvaramia's Freedom",2023-02-16 09:37:37+00,mtavari.tv
Politico: ევროკომისარმა ოლივერ ვარჰეიმ ევროპარლამენტარებს იდიოტები უწოდა,2023-02-16 09:42:13.787+00,imedinews.ge
მკვლელობა ეთნიკური ნიშნით არ მომხდარა - სააპელაციომ საფაროვის საქმეზე გადაწყვეტილება მიიღო,2023-02-16 09:42:14.126+00,formulanews.ge
"Politico: ევროკომისარმა ოლივერ ვარჰეიმ ევროპარლამენტარებს იდიოტები უწოდა, რის გამოც მის გადადგომას ითხოვენ",2023-02-16 09:45:00+00,rustavi2.ge
ანდრეი ერმაკი - რუსებმა ღამით დრონები და რაკეტები გაუშვეს - უკრაინის საჰაერო თავდაცვა მათ უმეტესობას გაუმკლავდა,2023-02-16 09:46:00+00,ipn.ge
" 2021 წელს აფხაზეთის ფინანსთა და ეკონომიკის სამინისტრომ ბიუჯეტის 99% ხელფასებში დახარჯა - ""ფლანგვა""",2023-02-16 09:47:00+00,mtavari.tv
"ზურაბ ჯაფარიძე: არ მჯერა, რომ რეზოლუციებს რაიმე წნეხის მოხდენა შეუძლია „ქართულ ოცნებაზე“, ამათ უკვე დიდი ხანია გადალახული აქვთ ეს ზღვარი",2023-02-16 09:49:53+00,news.ge
გზების დეპარტამენტი - საავტომობილო გზებზე გაწმენდითი სამუშაოები ინტენსიურ რეჟიმში გრძელდება,2023-02-16 09:52:00+00,ipn.ge
"თინა ხიდაშელი: … ეს არ არის პირველი ნაბიჯი, რომელიც არა დაახლოების, არამედ საქართველოს ევროპული ორბიტიდან განზიდვის მიზანს ემსახურება",2023-02-16 09:53:21+00,news.ge
ნიკა გვარამიას მხარდასაჭერად მოძრაობა შეიქმნა,2023-02-16 09:54:21+00,netgazeti.ge
"ქადაგიშვილი რეზოლუციაზე: ზეწოლაა ივანიშვილზე, რომელიც ყველაზე დიდი, უანგარო ქველმოქმედია",2023-02-16 09:56:14.239+00,formulanews.ge
"თბილისის სააპელაციო სასამართლოში დავით კეზერაშვილის საქმეზე, პროცესი მიმდინარეობს",2023-02-16 09:57:36+00,mtavari.tv
Credit Suisse-მა ბიძინა ივანიშვილს $210 მილიონი გადაუხადა,2023-02-16 09:58:52+00,tabula.ge
Credit Suisse-ს ბიძინა ივანიშვილისთვის $210 მილიონი აქვს გადახდილი – Bloomberg,2023-02-16 09:58:52+00,tabula.ge
სომხეთმა აზერბაიჯანს სამშვიდობო შეთავაზება გაუგზავნა,2023-02-16 09:59:41+00,radiotavisupleba.ge
ლუკაშენკამ დაასახელა უკრაინის წინააღმდეგ ომში ბელარუსის ჩართვის წინაპირობა,2023-02-16 10:03:43+00,radiotavisupleba.ge
"ნანა ბურჭულაძის წიგნის ""შუა საუკუნეების საქართველოს ქრისტიანული ხელოვნების საგანძური"" პრეზენტაცია გაიმართა ",2023-02-16 10:08:00+00,rustavi2.ge
სომხეთმა აზერბაიჯანს სამშვიდობო ხელშეკრულების შესახებ საკუთარი წინადადებების პროექტი გაუგზავნა - ნიკოლ ფაშინიანი ,2023-02-16 10:11:00+00,rustavi2.ge
"მზად ვარ რუსებთან ერთად ვიბრძოლო იმ შემთხვევაში, თუ ბელარუსის წინააღმდეგ აგრესიას განახორციელებენ - ლუკაშენკო",2023-02-16 10:11:18+00,mtavari.tv
ბრიტანეთის დაზვერვა: რუსეთის მხრიდან ფართომასშტაბიანი საჰაერო კამპანია ნაკლებსავარაუდოა ,2023-02-16 10:12:47+00,tabula.ge
"რუსეთი 24 თებერვალს, უკრაინაში შეჭრის წლისთავზე, მასიურ თავდასხმას გეგმავს - უკრაინის დაზვერვა",2023-02-16 10:13:00+00,rustavi2.ge
"დარწმუნებულები ვართ, რომ გზის ბოლოს, რამდენადაც არ უნდა გაგრძელდეს ის, დავრჩებით თავისუფლები - ზელენსკი ",2023-02-16 10:14:31+00,mtavari.tv
"""ირაკლი რუსი"" - დედაქალაქი კობახიძის, ივანიშვილისა და პუტინის საპროტესტო ბანერებით აჭრელდა",2023-02-16 10:15:00+00,tvpirveli.ge
ირაკლი კობახიძე ევროპარლამენტის რეზოლუციაზე: სააკაშვილი დღეს ციხეში ყოფილა თურმე ბიძინა ივანიშვილის შურისძიების გამო. ვინ ეხვეწებოდა საქართველოში ჩამოსვლას,2023-02-16 10:19:00+00,imedinews.ge
"მიხეილ ყაველაშვილი: სააკაშვილმა მიმართა „კაგებეს“ ელიტარულ მეთოდს, თვითდაზიანებით იქამდე მიეყვანა თავისი ორგანიზმი, რომ შემდეგ კვლევებში გამოჩნდეს, რომ პაციენტი მართლაც მძიმედ არის - მაგრამ უნიჭოა და ვერ შეასრულა ეს",2023-02-16 10:21:00+00,imedinews.ge
Politico: ევროპარლამენტში კორუფციული სკანდალის საქმეში კიდევ ორი ევროპარლამენტარი ფიგურირებს,2023-02-16 10:21:12.215+00,imedinews.ge
რეფერენტული ფასების ამოქმედება მედიკამენტებზე - რას შეცვლის რეგულაცია და როგორ აისახება სიახლე წამლების ფასებზე,2023-02-16 10:22:00+00,rustavi2.ge
ეს არის ყველაზე მომაკვდინებელი სტიქიური უბედურება ალიანსის ტერიტორიაზე ნატოს დაარსების შემდეგ -  იენს სტოლტენბერგი თურქეთში იმყოფება,2023-02-16 10:24:00+00,rustavi2.ge
აშშ-ის ვიცე-პრეზიდენტი მიუნხენის უსაფრთხოების კონფერენციაზე ჩადის უკრაინისა და ჩინეთის გარშემო მოსალაპარაკებლად,2023-02-16 10:24:46+00,radiotavisupleba.ge
მიწისძვრიდან მე-11 დღეს მაშველებმა ნანგრევებში მოყოლილი 17 წლის გოგო გადაარჩინეს,2023-02-16 10:26:19+00,netgazeti.ge
